,khipu_id,kfg_name,okr_name,original_name,legal_filename,nickname,museum_name,museum_num,museum_description,region,provenance,num_cord_clusters,mean_cords_per_cluster,max_subsidiary_branches,num_top_cord_double_sum_clusters,num_top_cord_sum_clusters,num_banded_clusters,num_seriated_clusters,num_decreasing_clusters,benford_match,hierarchical_cluster_pos,num_canuto_cords,num_cords,recto_cords,verso_cords,r_ratio,v_ratio,rv_cords,num_pendant_cords,num_nonzero_top_pendant_cords,num_top_cords,num_subsidiary_cords,num_s_cords,num_z_cords,mean_cord_value,fanout_ratio,num_total_cords,num_ascher_colors,knot_cluster_count,knot_count,mean_knots_per_cord,num_s_knots,num_z_knots,percent_s_knots,percent_z_knots,notes,pcord_notes
588,6000030,MM003,MM003,MM003,MM003,none,Lippisches Landesmuseum Detmold,Unknown,,Unknown,Estate of Dr. Eduard Gaffron.,8,5.375,2,0,0,1,7,3,0.2422019414535539,177,0,43,5,33,13.0,87.0,38,40,0,0,3,43,0,20,1.075,43,12,33,68,1.5813953488372092,37,31,0.5441176470588235,0.45588235294117646,,
442,1000478,UR171,KH0410,UR171,UR171,,"American Museum of Natural History, NY",41.2/6712,,Unknown,Unknown,10,4.0,1,0,0,10,0,0,0.14379137593007296,566,5,40,38,2,95.0,5.0,40,40,0,0,0,40,0,2,1.0,40,1,19,19,0.475,4,14,0.21052631578947367,0.7368421052631579,,
29,1000212,AS045,KH0056,AS045,AS045,,"Museo Nacional, Lima, Peru",17/560,,Unknown,Unknown,10,5.3,2,0,0,4,6,4,0.853235317664096,253,1,53,0,0,0.0,0.0,0,40,0,0,13,0,0,16,1.325,53,9,50,78,1.471698113207547,0,0,0.0,0.0,"1. Pendant 26 may not be an original attachment.<br/>2. With 4 single colors, there were 12 colors created.  Two colors appear alone and the 4 are combined 2 at a tmie into 10 others.<br/>3. The last 4 pendant groups are set off by color as well as spacing.  (The previous groups show no color patterning.)  The 4 groups consist of 2 groups of 5B each; then 2 groups of 7 each, with the first having 2W then 5BL:C and subsidiaries of B/LC on positions 3 and 5, and the next only differing by W replacing B:LC in both positions 4 and 6.",
238,1000277,UR038,KH0270,UR038,UR038,,"Museo Amano, Lima, Peru",unnumbered,,Unknown,Unknown,4,9.75,1,0,0,1,3,0,0.777603472249649,15,2,39,15,23,39.0,61.0,38,39,0,0,0,37,0,566,1.0,39,21,78,248,6.358974358974359,4,243,0.016129032258064516,0.9798387096774194,,
320,1000176,UR1058,KH0069,AS058,UR1058,,"Museo de Ica, Ica, Peru",1,,Unknown,Unknown,9,4.222222222222222,1,0,0,0,9,1,0.44382405333788255,501,0,38,3,34,8.0,92.0,37,38,0,0,0,36,0,29,1.0,38,3,21,21,0.5526315789473685,7,14,0.3333333333333333,0.6666666666666666,"1. The pendant is not attached to the main cord in the usual way.<br/>2. By spacing, there are 9 groups of 5,5,4,4,4,4,5,4,3 pendants.  However, within each group there is the same basic color pattern of W, B:W, B:W, W.  The variations from this are: group 1 has an additional first pendant with a different attachment and peculiarly places s knots; groups 2 and 7 have an additional pendant colored B following the first W pendant; and group 9 is lacking the final W pendant.<br/>With the exception of the peculiar first pendant, all pendant values are 0, 1, 2, or 3.",
254,1000296,UR056B,KH0291,UR056B,UR056B,,"Rijksmuseum fur Volkerkunde, Leiden, Holland",3344-1,,Unknown,Unknown,8,4.75,1,0,0,3,5,0,0.7873947318743856,444,0,38,0,36,0.0,100.0,36,38,0,0,0,36,0,9,1.0,38,6,40,51,1.3421052631578947,0,51,0.0,1.0,"This khipu is being treated as three tied together: A, B, and C (see sketch in notes).",<br/>Khipu UR56C is lashed onto this khipu beginning at 29.0 cm until the end at 36.0 cm.
416,1000408,UR140,KH0380,UR140,UR140,,Museo Regional de Ica,00270-02,,Unknown,Valle de Ica Hacienda Callango Ocucaje,4,11.75,2,0,0,3,1,0,0.5135478944845507,499,0,47,3,35,8.0,92.0,38,38,0,0,9,47,0,0,1.236842105263158,47,3,28,28,0.5957446808510638,21,7,0.75,0.25,,<br/>twisted end
502,1000552,UR238,KH0474,UR238,UR238,,"Ethnologisches Museum, Berlin, Germany",VA 47093,,"South Coast, Peru",Ica,6,14.333333333333334,3,0,0,2,4,0,0.8792299016494769,511,0,86,37,2,95.0,5.0,39,38,0,0,48,86,0,16,2.263157894736842,86,18,35,88,1.0232558139534884,0,88,0.0,1.0,,
234,1000330,UR032,KH0265,UR032,UR032,,Phoebe Hearst Museum of Anthropology,TM 4/5446,,Unknown,Unknown,10,3.8,1,0,0,4,6,0,0.7253880731219535,484,2,38,18,17,51.0,49.0,35,38,0,0,0,37,0,53,1.0,38,10,39,47,1.236842105263158,15,30,0.3191489361702128,0.6382978723404256,1.)  Two khipu are assigned this same number; the other one has been described by the Aschers (=AS205).  <br/>2.)  The khipu under question here is actually composed of two khipu tied together; these are designated UR (a) and UR (b).,"<br/>Main cord has three strands, each s-spun/z-ply; all three final ply = S."
114,1000165,AS200,KH0218,AS200,AS200,,"American Museum of Natural History, NY",41.2/5784,,Unknown,probably Central Coast Late Period,17,3.764705882352941,2,0,0,8,9,0,0.8250258429475842,256,0,64,14,23,38.0,62.0,37,37,0,0,27,64,0,47,1.7297297297297298,64,3,42,170,2.65625,170,0,1.0,0.0,"The Museum acquired the quipu from Mrs Elsie McDougall in 1962.  The acquisition included an associated basket.  The provenance is ""probably Central Coast Late Period"".",
643,6000086,UR167,KH0406,UR167,UR167,,"American Museum of Natural History, NY","41.0/1550, B/3453A",,Unknown,Ica or Cajamarquilla,4,10.0,2,0,0,1,3,2,0.6625844066322434,590,0,40,33,4,89.0,11.0,37,37,0,0,3,40,0,3,1.0810810810810811,40,3,29,35,0.875,9,26,0.2571428571428571,0.7428571428571429,,
648,6000091,UR280,KH0519,UR280,UR280,,Proyecto Incahuasi,16474-2014,,Unknown,Incahuasi,6,41.0,5,0,0,1,5,3,0.5370897557321567,193,2,246,0,37,0.0,100.0,37,37,0,0,209,246,0,27,6.675675675675675,247,12,53,510,2.073170731707317,117,393,0.22941176470588234,0.7705882352941177,,
21,1000207,AS035D,KH0046,AS035D,AS035D,,Brooklyn Museum,X591a,,Unknown,Unknown,8,4.75,2,0,0,1,7,0,0.7716008425614295,434,0,38,0,0,0.0,0.0,0,37,0,0,1,0,0,5,1.027027027027027,38,9,34,39,1.0263157894736843,0,0,0.0,0.0,"1. Construction note: pendants 21 and 22 are tied together at 1.0 cm below the main cord by a YB<br/>2. This quipu contains 5 broken pendants of color KB.  Two fragments of KB pendants were loose within the quipu collection.  One had a cluster of 2L knots, and the other a cluster of 4L knots.<br/>3. AS035A-AS035D is a collection of 4 quipus that are tied together.<br/>4. By spaing, there are 8 groups of 4, 4, 5, 5, 4, 4, 5, 6 pendants.  With the exception of 1 addition pendant in group 7, groups 5, 6, 7 show the same color pattern (KB, MB/YB, MB:YB, MB:KB).<br/>5. Group 1 repeats the values on AS035A, and group 2 repeats the color and values on AS035B.<br/>correction for note 4: ""With the exception of 1 additional pendant group in group 7, ...""",
117,1000014,AS203,KH0221,AS203,AS203,,"Lowie Museum, University of California, Berkeley",TK 4/5419,,Unknown,Unknown,10,3.7,1,0,0,1,9,1,0.19676208157446173,404,0,37,0,0,0.0,0.0,0,37,0,0,0,0,0,1,1.0,37,3,12,12,0.32432432432432434,0,0,0.0,0.0,"1. AS201, 202, and 203 are designated by the same museum number.  (See AS201 observations 1 and 2.)<br/>2. By spacing, the quipu is separated into two parts.  The first part has a single pendant and then a group of four pendants.  The second part consists of 8 groups of 4 pendants each.  All of the 4 pendant groups have the same color pattern: NB, YB, LB, LB.  Except for the group of pendants in Part I and the sixth group in Part II, all pendant values are 0 or 1.  The pendants in part I and in group 6 have the same values: 6, 4, 4, and 9 in the latter and broken in the former.",
24,1000213,AS039,KH0050,AS039,AS039,,"Museo Nacional, Lima, Peru",17/543,,Unknown,Unknown,11,3.272727272727273,1,0,0,1,10,0,0.8982359541085257,412,0,36,0,0,0.0,0.0,0,36,0,0,0,0,0,3,1.0,36,5,32,43,1.1944444444444444,0,0,0.0,0.0,"1. By spacing, there is one pendant and then 10 groups of 3 or 4 cords each.  Each group can be viewed as having 4 positions.  All groups have the same basic color pattern: B, LA or LC, B, LB or LC.  Groups where one of there in non-existant have only 3 pendants.<br/>2. The first pendant position in each group has s knots while pendant positions 2-4 have L or E knots.  As noted above, the first position (colored B) does not exist in some groups.",
495,1000540,UR230,KH0467,UR230,UR230,,"Ethnologisches Museum, Berlin, Germany",VA 42576,,"Central Coast, Peru",Pachacamac,7,8.428571428571429,3,0,0,4,3,1,0.8882834608997352,542,1,59,24,12,67.0,33.0,36,36,0,0,23,58,0,14,1.6388888888888888,59,6,50,89,1.5084745762711864,61,28,0.6853932584269663,0.3146067415730337,,
186,1000625,JC001,KH0608,JC001,JC001,,Proyecto Incahuasi,PAI-001-2016,,Unknown,Incahuasi,8,4.5,1,0,0,0,8,5,0.9416145429008992,116,15,36,36,0,100.0,0.0,36,36,0,0,0,0,36,20,1.0,36,9,40,120,3.3333333333333335,16,104,0.13333333333333333,0.8666666666666667,,
249,1000266,UR053B,KH0284,UR053B,UR053B,waterfall khipu,Banco Central de la Reserva,ATE 3517,,Unknown,Unknown,1,54.0,2,0,0,0,1,0,0.9204292900775051,366,0,54,36,0,100.0,0.0,36,36,0,0,18,54,0,22,1.5,54,4,69,146,2.7037037037037037,144,2,0.9863013698630136,0.0136986301369863,"Part of a set of 5 khipu tied together--see notes for UR053A.  The primary cord of this khipu is tied to khipu D, C and A at 13.0 cm.","<br/>Three ply cord, final S.  End of cord is wrapped for 1.5 cm with thread color RL.  The plies are colored (MB:W) - (MB:W) - MB.  At 1.5 cm, primary cord tied to pendant 49 of UR053A.  At 13.0 cm, tied to UR053D, C, and A."
567,6000009,AS072,KH0085,AS072,AS072,,Unknown,unnumbered,,Unknown,"Rancho San Juan, Ica Valley",14,4.285714285714286,2,1,3,14,0,3,0.4338056445690972,296,0,60,0,0,0.0,0.0,0,36,5,8,24,0,0,58,1.6666666666666667,60,1,29,231,3.85,0,0,0.0,0.0,,
491,1000536,UR226,KH0463,UR226,UR226,,"Ethnologisches Museum, Berlin, Germany",VA44677a(A),,"Central Coast, Peru",Pachacamac,13,3.6153846153846154,2,0,0,1,12,1,0.9561132108995606,16,0,47,0,36,0.0,100.0,36,36,0,0,11,47,0,255,1.3055555555555556,47,12,76,272,5.787234042553192,33,239,0.1213235294117647,0.8786764705882353,,
461,1000505,UR194,KH0432,UR194,UR194,,"Ethnologisches Museum, Berlin, Germany",47082,,"South Coast, Peru",Ica,4,30.0,3,0,0,0,4,0,0.5595165857138408,551,0,120,54,66,45.0,55.0,120,35,0,0,85,120,0,7,3.4285714285714284,120,6,60,133,1.1083333333333334,114,18,0.8571428571428571,0.13533834586466165,,
84,1000058,AS159,KH0175,AS159,AS159,,"Museum für Völkerkunde, Berlin",VA16138 A,,Unknown,Between Ica and Pisco,8,6.625,2,0,0,2,6,1,0.9465590188316982,242,0,53,0,0,0.0,0.0,0,35,0,0,18,0,0,11,1.5142857142857142,53,4,60,97,1.830188679245283,0,0,0.0,0.0,"For a complete listing of quipu from ""Between Ica and Pisco"" see AS098.",
316,1000214,UR1051,KH0062,AS051,UR1051,,"Museo Nacional, Lima, Peru",5,,Unknown,Hacienda Ullujalla y Callengo,10,4.5,2,0,0,10,0,0,0.887577590989821,68,0,45,35,0,100.0,0.0,35,35,5,7,10,45,0,48,1.2857142857142858,45,8,59,131,2.911111111111111,43,88,0.3282442748091603,0.6717557251908397,"1. Pendant 15 was broken and knotted together at 11.0 cm.<br/>2. The Museum records the provence as Hacienda Ullujalla y Callengo (about 40 km from Ica).  All of the quipus AS052-AS056 have the same attribution.<br/>3. By spacing, there are 5 groups of pendants.  Each group has 6 pendants united by a top cord.  Within each group, the pendants and top cord are the same color.<br/>4. In all groups there are no subsidiaries on positions 1 and 6.<br/>5. The values on the top cords are not equal to the sums of the pendants in the group.  Two are more than the group sums, 1 is less, and 2 cannot be compared due to breakage.<br/>6. No information is given on both 20s1 and 28s1.",
362,1000113,UR1138,KH0154,AS138,UR1138,,"Museum für Völkerkunde, Berlin",VA47121,,Unknown,Ica,5,7.0,1,0,0,0,5,3,0.9047043669826276,106,0,35,0,0,0.0,0.0,0,35,0,0,0,35,0,124,1.0,35,6,58,206,5.885714285714286,0,206,0.0,1.0,See AS100 for listing of all Ica khipus.,
353,1000080,UR1124,KH0138,AS124,UR1124,,"Museum für Völkerkunde, Berlin",VA24371,,Unknown,Marquez,7,5.0,1,0,0,1,6,3,0.8789421728605004,112,0,35,0,0,0.0,0.0,0,35,0,0,0,34,0,38,1.0,35,3,47,87,2.4857142857142858,0,87,0.0,1.0,"1. The quipu is attached to a carved piece of wood.  The wood has 8 holes through which the quipu is threaded.  Fig 1 shows the way in which the quipu is attached.  Fig 2 show more details.  (See Ascher and Ascher 1987:815)<br/>2. This is one of several quipus acquired by the Museum in 1899 with the provenance ""Marquez"".  This group includes AS106, AS107, AS124, AS132, and AS133.  See AS106 for a comparison.","<br/>This khipu is threaded through a wooden bar.  See diagram in Ascher and Ascher 1987:815.  According to the diagram, the correct pendant order (from twisted beginning to broken ending) is ... P23-28, P29-34, P12-17, P1-5, P6-11, P18-22, and a 1s knot.  (Order may be reversed within those groupings.)"
553,1000656,UR289,KH0527,UR289,UR289,,"Museo Nac., Pueblo Libre",36225,,Unknown,"Armatambo, Huaca San Pedro",6,5.833333333333333,1,0,0,0,6,0,0.713467732467658,619,14,35,4,31,11.0,89.0,35,35,0,0,0,0,35,2,1.0,35,12,32,63,1.8,50,13,0.7936507936507936,0.20634920634920634,,
233,1000305,UR029,KH0264,UR029,UR029,,"Museum Fur Volkerkunde, Munich, W. Germany",TM 4/5446,,Nazca,Atarco,7,10.714285714285714,3,0,0,7,0,1,0.8409801198069988,529,0,75,35,0,100.0,0.0,35,35,0,0,40,75,0,1,2.142857142857143,75,4,31,59,0.7866666666666666,34,24,0.576271186440678,0.4067796610169492,"knotted with two other khipu, UR028 and UR024",
341,1000052,UR1108,KH0122,AS108,UR1108,,"Museum für Völkerkunde, Berlin",VA16143,,Unknown,Between Ica and Pisco,17,2.4705882352941178,3,0,0,0,17,0,0.7467065094384588,377,0,42,0,0,0.0,0.0,0,34,0,0,8,42,0,2,1.2352941176470589,42,3,24,32,0.7619047619047619,10,22,0.3125,0.6875,This is one of several quipus with the provenance between Ica and Pisco.  See AS098 for a complete listing.,
510,1000556,UR246,KH0482,UR246,UR246,,"Ethnologisches Museum, Berlin, Germany",VA 42607 d,,"Central Coast, Peru",Pachacamac,8,4.25,1,0,2,7,1,0,0.8519736209502403,136,0,34,0,28,0.0,100.0,28,34,4,4,0,34,0,67,1.0,34,6,61,124,3.6470588235294117,1,123,0.008064516129032258,0.9919354838709677,,
180,1000582,HP051 B,KH0582,HP051 B,HP051_B,,"Museo Nacional de Arqueologia, Anthropologia e Historia del Peru",MNAAHP 5726 B,,Unknown,Unknown,12,2.8333333333333335,1,0,0,0,12,1,0.7913648593325767,446,0,34,5,29,15.0,85.0,34,34,0,0,0,34,0,7,1.0,34,3,35,42,1.2352941176470589,2,40,0.047619047619047616,0.9523809523809523,,
239,1000098,UR040,KH0272,UR040,UR040,,"Peabody Museum, Harvard University",32.30.30/54,,Unknown,Nazca,4,12.25,2,0,0,1,3,1,0.2822068507296176,388,0,49,0,0,0.0,0.0,0,33,0,0,16,49,0,2,1.4848484848484849,49,7,10,25,0.5102040816326531,25,0,1.0,0.0,"Cultural Affiliation given as ""Nazca, early?"" by the Peabody Museum.",
452,1000487,UR183,KH0421,UR183,UR183,,"American Museum of Natural History, NY",B/8709,,Unknown,"Chancay, Central Coast",4,8.25,1,0,0,0,4,2,0.8872885912180287,58,0,33,33,0,100.0,0.0,33,33,0,0,0,33,0,743,1.0,33,9,60,159,4.818181818181818,0,159,0.0,1.0,,
608,6000050,QU001,QU001,QU01,QU001,,Dallas Museum of Art,B397/T41299.22,,"Inka, Late Horizon",Unknown,12,2.75,1,0,0,2,10,0,0.0,482,0,33,17,15,53.0,47.0,32,33,0,0,0,33,0,0,1.0,33,7,0,0,0.0,0,0,0.0,0.0,,
208,1000647,JC023,KH0630,JC023,JC023,,Proyecto Incahuasi,PAI-1436-2016,,Unknown,Incahuasi,2,16.5,1,0,0,0,2,0,0.5417177080892414,630,12,33,33,0,100.0,0.0,33,33,0,0,0,0,33,5,1.0,33,13,32,89,2.696969696969697,38,51,0.42696629213483145,0.5730337078651685,,
50,1000221,AS077,KH0090,AS077,AS077,,"Musee de l Homme, Paris, France",64.19.1.3,,Unknown,Unknown,9,3.6666666666666665,1,0,0,0,9,0,0.9018864257500633,413,0,33,0,0,0.0,0.0,0,33,0,0,0,0,0,3,1.0,33,5,40,40,1.2121212121212122,0,0,0.0,0.0,"1. AS074-AS080 are associated.  See AS074 for discussion.<br/>2. By spacing there are 9 groups.  The first 5 groups have 4 pendants each and, with the exception of the first pendant in the third group, all have the same color pattern (B, W, AB, W).  The last 4 groups are basically 3 pendants each (the last has an additional final pendant) and with one exception all have the same color pattern (W, AB, W).  Hence, when considered as a whole, all 9 groups have the same color pattern (B if present, W, AB, W) but, by number of pendants in group, the quipu is separated in two parts.<br/>3. In the first 5 groups, long knots and figure eight knots appear in two knot positions on the first 3 pendants of each group.  On the 4th pendant in each group, there is the usual knot usage (single knot clusters in higher positions and long knots or figure eight knots in the units position).  Where double unit values appear, the higher value is a 1 and the lower values are 0-4.  The last 4 groups have no double knot positions.",
179,1000581,HP051 A,KH0581,HP051 A,HP051_A,,"Museo Nacional de Arqueologia, Anthropologia e Historia del Peru",MNAAHP 5726 A,,Unknown,Unknown,10,3.2,1,0,0,9,1,2,0.7991981604048682,214,7,32,13,19,41.0,59.0,32,32,0,0,0,32,0,10,1.0,32,6,41,53,1.65625,0,53,0.0,1.0,,
350,1000076,UR1120,KH0134,AS120,UR1120,,"Museum für Völkerkunde, Berlin",VA47083,,Unknown,Ica,4,9.0,2,0,0,0,4,0,0.9573064976043266,42,0,36,0,0,0.0,0.0,0,32,0,0,4,36,0,8132,1.125,36,9,122,468,13.0,0,468,0.0,1.0,"For a complete listing of all quipus with provenance ""Ica"" see AS100.<br/>See Ascher and Ascher 1987:799 for additional notes.",
185,1000587,HP057,KH0588,HP057,HP057,,"Museo Nacional de Arqueologia, Anthropologia e Historia del Peru",B397/T41299.22,,Unknown,Unknown,2,16.0,1,0,0,1,1,0,0.6677446305305839,478,0,32,11,21,34.0,66.0,32,32,0,0,0,32,0,3,1.0,32,4,23,23,0.71875,11,12,0.4782608695652174,0.5217391304347826,,
420,1000415,UR145,KH0385,UR145,UR145,,Museo Regional de Ica,404591-02,,Unknown,Acari,28,2.0714285714285716,2,0,0,24,3,0,0.957074097359034,363,0,58,26,0,100.0,0.0,26,32,0,0,26,58,0,145,1.8125,58,13,71,172,2.9655172413793105,157,4,0.9127906976744186,0.023255813953488372,1) Most likely the pendant cords have been moved along primary cord for convenience in mounting. They are approximately equally spaced but it is improbable that his represents their original arrangement.,
266,1000261,UR066,KH0303,UR066,UR066,,Puruchuco Museum,4a,khipu enrollado,Puruchuco,Huaquerones,6,5.833333333333333,2,0,0,0,6,2,0.6269533638269219,470,0,35,0,34,0.0,100.0,34,32,0,0,3,35,0,95,1.09375,35,7,29,52,1.4857142857142858,36,16,0.6923076923076923,0.3076923076923077,"UR66 was rolled together with UR67.  Pendants facing away, khipus unroll so that doubled end of primary cords are on the left; 66 is on top.  Roll up left to right, S spiral.",<br/>(AB-AB) - (GG-W)
91,1000146,AS172,KH0189,AS172,AS172,,"Museum für Völkerkunde, Berlin",VA16145(A),,Unknown,Pachacamac,12,4.916666666666667,4,0,0,7,5,4,0.9504782057517205,320,0,59,0,0,0.0,0.0,0,32,0,0,27,0,0,1260,1.84375,59,9,49,259,4.389830508474576,0,0,0.0,0.0,See AS097 for all Pachacamac khipus,
569,6000011,HP047,KH0577,HP047,HP047,,"Museo Nacional de Arqueologia, Antropologia e Historia del Peru",MNAAHP 5722,,Unknown,"Armatambo, Lima, Central Coast",9,3.7777777777777777,2,1,1,3,4,1,0.34281048504638845,275,0,34,0,29,0.0,100.0,29,32,2,4,2,34,0,181,1.0625,34,6,39,111,3.264705882352941,111,0,1.0,0.0,,
269,1000245,UR069,KH0306,UR069,UR069,,Puruchuco Museum,s/n,Khipu polichromo cerrado,Puruchuco,Huaquerones,5,6.6,2,0,0,0,5,0,0.7255576578087208,198,0,33,0,33,0.0,100.0,33,32,0,0,1,33,0,15,1.03125,33,14,29,47,1.4242424242424243,8,39,0.1702127659574468,0.8297872340425532,"With doubled end on the left and pendants facing away from viewer, khipu was rolled up left to right, making an S spiral bundle.  <br/><br/>Cord construction is clear at the ends of some raveled cords.  Eg, 2 ply cords of blue, lt brown, and white make up one cord component, which is doubled and plied into final cord.",
267,1000260,UR067,KH0304,UR067,UR067,,Unknown,s/n,,Puruchuco,Huaquerones,4,8.75,2,0,0,0,4,0,0.6043788702205408,200,0,35,0,32,0.0,100.0,32,32,0,0,3,35,0,99,1.09375,35,8,31,59,1.6857142857142857,5,52,0.0847457627118644,0.8813559322033898,UR66 and UR67 were wrapped together.  They have matching numeric sequences.,Primary cord tapers towards knot. <br/>Primary cord tapers towards knot.
546,1000649,UR282,KH0520,UR282,UR282,,"Museo Nac., Pueblo Libre",35268A,,Unknown,"Huaca San Pedro, Armatambo",5,6.4,1,0,0,0,5,2,0.8233320100984961,629,11,32,17,15,53.0,47.0,32,32,0,0,0,0,32,5,1.0,32,15,33,73,2.28125,31,42,0.4246575342465753,0.5753424657534246,,
535,1000613,UR271,KH0508,UR271,UR271,,Proyecto Incahuasi,13842,,Unknown,Incahuasi,4,8.0,1,0,0,2,2,2,0.6845800825844601,9,1,32,0,32,0.0,100.0,32,32,0,0,0,32,0,273,1.0,32,5,43,99,3.09375,1,98,0.010101010101010102,0.98989898989899,,
591,6000033,MM006/AN001,MM006/AN001,MM006/AN001,MM006_AN001,none,"Museum Fur Volkerkunde, Hamburg, Germany",61.54:2 dop 1,,unknown,South Peru,5,8.0,2,0,0,2,3,0,0.6468199804925618,79,0,40,32,0,100.0,0.0,32,32,0,0,8,40,0,245,1.25,40,6,53,213,5.325,23,190,0.107981220657277,0.892018779342723,,
25,1000209,AS041,KH0052,AS041,AS041,,"Museo Nacional, Lima, Peru",V17/559,,Unknown,Unknown,10,5.6,3,0,0,1,9,0,0.9206327421677547,226,0,56,0,0,0.0,0.0,0,32,0,0,24,0,0,37,1.75,56,6,34,132,2.357142857142857,0,0,0.0,0.0,"1. By spacing there are 10 groups of 4, 4, 2, 4, 4, 4, 3, 3, 3, 1 pendants.  There is some consistancy of color pattern.  LD appears in 9 of the 10 groups in posittion 1 and in no other positions.  Groups 2, 4, and 5 have the same color pattern: LD, RL, MD, LD:W.  Group 1 is similar, but with the colors of positions 2 and 3 reversed and RL:W instead of LD:W.  The association of position 3 in Group 2 with position 2 in other groups, and of RL:W with LD:W, is further seen when examining numerical relationships.<br/>2. The values in Group 1 are the sums of the values in the subsequent groups.  Where pendants of the same color are in similar positions in different groups, their values are related.  However, the sum seems to be more related to pendant color than position.  While other sum statements might be as valid, one which accounts for most values follows.  (Note: P(ij) is the value of the jth pendant in the ith group.  P(ijsk) is the value of the kth subsidiary on the jth pendant in the ith group.)<br/>Inexact sums on subsidiaries of position 1 in Group 1:",
101,1000159,AS186,KH0204,AS186,AS186,,"Museum für Völkerkunde, Berlin",unnumbered,,Unknown,Unknown,7,9.142857142857142,2,0,0,0,7,0,0.8454338206641019,393,1,64,0,0,0.0,0.0,0,32,0,0,32,0,0,3,2.0,64,11,28,64,1.0,0,0,0.0,0.0,,
483,1000527,UR216,KH0454,UR216,UR216,,"Ethnologisches Museum, Berlin, Germany",42586,,"Central Coast, Peru",Pachacamac,2,84.5,4,0,0,2,0,0,0.1564115708892495,371,0,169,32,1,97.0,3.0,33,32,0,0,137,169,0,11,5.28125,169,13,0,217,1.2840236686390532,217,0,1.0,0.0,,
223,1000003,UR018,KH0254,UR018,UR018,,"Centro Mallqui, Leymebamba, Amazonas",CMA-480/LC1-109B,,Chachapoyas,Leymebamba,8,4.75,2,0,0,4,4,1,0.8609436123939932,71,2,38,15,12,56.0,44.0,27,31,0,0,7,34,0,725,1.2258064516129032,38,9,55,134,3.526315789473684,4,130,0.029850746268656716,0.9701492537313433,several cord values changed 11/16/04 by carrie brezine.  Original values in cord notes.,<br/>4.0 cm: nudo que une khipu 109B con up Top Cord del khipu 109A.
447,1000494,UR177,KH0415,UR177,UR177,,"American Museum of Natural History, NY",B/8704,,Unknown,Chuquitanta,1,90.0,3,0,0,0,1,0,0.9411039705963258,517,15,90,24,1,96.0,4.0,25,31,0,0,59,90,0,8,2.903225806451613,90,23,64,156,1.7333333333333334,4,120,0.02564102564102564,0.7692307692307693,,
279,1000255,UR079,KH0316,UR079,UR079,,Puruchuco Museum,22,khipu bicromo cerrado,Puruchuco,Huaquerones,7,4.428571428571429,2,0,0,1,6,1,0.6307071044938601,443,2,31,1,29,3.0,97.0,30,30,0,0,1,26,5,8,1.0333333333333334,31,5,29,41,1.3225806451612903,1,40,0.024390243902439025,0.975609756097561,,<br/>spiralled with knotted end inside
438,1000496,UR166,KH0405,UR166,UR166,,"American Museum of Natural History, NY","41.0/1550, B/3453A",,Unknown,"Huando, Chancay, Peru (Gaffron Collection)",12,2.5,1,0,5,9,3,0,0.8743895708867886,337,0,30,0,23,0.0,100.0,23,30,6,6,0,29,0,244,1.0,30,9,64,177,5.9,119,58,0.672316384180791,0.327683615819209,,
366,1000118,UR1143,KH0159,AS143,UR1143,,"Museum für Völkerkunde, Berlin",VA47096,,Unknown,Ica,9,3.3333333333333335,1,0,0,0,9,0,0.9114306051621593,39,0,30,0,0,0.0,0.0,0,30,0,0,0,30,0,12071,1.0,30,5,99,326,10.866666666666667,0,325,0.0,0.9969325153374233,See AS100 for full listing of Ica khipus.,<br/>Main cord is Z-plyed BB:W which is S-wrapped with BB cord.
169,1000567,HP038,KH0568,HP038,HP038,,"Museo Nacional de Arqueología, Antropología e Historia de Perú",MNAAHP,,Unknown,Unknown,30,1.0,1,0,0,5,0,0,0.11399573087205805,565,0,30,29,0,100.0,0.0,29,30,0,0,0,30,0,0,1.0,30,12,6,6,0.2,6,0,1.0,0.0,,
135,1000421,HP002,KH0534,HP002,HP002,HP/AR 002,Museo de Sitio de Pachacamac,MSP 1385B/RN 43366,,Unknown,Pachacamac,2,15.5,2,0,0,0,2,0,0.9282154579748265,29,0,31,30,0,100.0,0.0,30,30,0,0,1,31,0,938,1.0333333333333334,31,12,73,236,7.612903225806452,0,235,0.0,0.9957627118644068,,
641,6000084,UR155,KH0395,UR155,UR155,,Museo Regional de Ica,03989-02,,Unknown,Valle de Ica Hacienda Callango Ocucaje,4,8.75,2,0,0,1,3,2,0.6966399283386983,195,0,35,0,28,0.0,100.0,28,30,1,2,5,35,0,16,1.1666666666666667,35,9,27,55,1.5714285714285714,4,51,0.07272727272727272,0.9272727272727272,,
